Dominant_Topic,Perc_Contribution,Topic_Keywords,Page
3.0,0.7319,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",osteomalacia.txt
10.0,0.7473,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Pressure-sensitive_tape.txt
9.0,0.5719,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",yttria.txt
13.0,0.3986,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Lighthouses.txt
2.0,0.29,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Force_field.txt
2.0,0.6007,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Heat_of_fusion.txt
11.0,0.7711,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Earth's_crust.txt
14.0,0.4022,"economic, government, law, public, market, company, international, united_states, state, countries",BCG_matrix.txt
10.0,0.6382,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Maize_milling.txt
1.0,0.5632,"research, management, social, systems, design, development, science, system, information, process",procurement.txt
7.0,0.7489,"philosophy, theory, social, human, world, language, political, nature, history, thought",Death_drive.txt
1.0,0.4415,"research, management, social, systems, design, development, science, system, information, process",OODA_Loop.txt
2.0,0.2653,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",metric_tonnes.txt
8.0,0.5678,"data, computer, technology, media, information, company, software, design, system, digital",Three-dimensional_integrated_circuit.txt
12.0,0.4311,"city, university, state, area, park, national, school, road, cities, urban",CTV_News.txt
2.0,0.6633,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",stiffness.txt
10.0,0.5727,"made, material, materials, process, water, concrete, high, glass, plastic, wood",dome.txt
0.0,0.1559,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Fertilizer_burn.txt
7.0,0.5187,"philosophy, theory, social, human, world, language, political, nature, history, thought",Sokal_affair.txt
12.0,0.592,"city, university, state, area, park, national, school, road, cities, urban",The_Argus.txt
4.0,0.5621,"world, country, population, war, government, people, state, national, europe, largest",Singapore.txt
4.0,0.6856,"world, country, population, war, government, people, state, national, europe, largest",Lahore.txt
12.0,0.555,"city, university, state, area, park, national, school, road, cities, urban",University_of_York.txt
9.0,0.6541,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",calcium.txt
2.0,0.3569,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Thermal_mass.txt
0.0,0.6875,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Small_population_size.txt
9.0,0.3497,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Heinrich_Rose.txt
14.0,0.3293,"economic, government, law, public, market, company, international, united_states, state, countries",Shaw_Industries.txt
3.0,0.3434,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Life.txt
0.0,0.7484,"species, plants, plant, animals, food, animal, population, fish, organisms, found",egg.txt
6.0,0.387,"university, work, art, american, published, book, time, history, new_york, life",Michael_Spence.txt
13.0,0.619,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Energy_storage.txt
2.0,0.6012,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Regenerative_circuit.txt
5.0,0.3035,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",civic_amenity_site.txt
2.0,0.2266,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Ceres.txt
7.0,0.7927,"philosophy, theory, social, human, world, language, political, nature, history, thought",Zurvanism.txt
12.0,0.3898,"city, university, state, area, park, national, school, road, cities, urban",Konstantinos_Doxiadis.txt
14.0,0.4302,"economic, government, law, public, market, company, international, united_states, state, countries",invisible_hand.txt
3.0,0.6069,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",mesophilic.txt
3.0,0.7649,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Plasmid.txt
6.0,0.3799,"university, work, art, american, published, book, time, history, new_york, life",Beaufort_West.txt
2.0,0.5358,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",metastable.txt
14.0,0.5973,"economic, government, law, public, market, company, international, united_states, state, countries",London_Metal_Exchange.txt
6.0,0.5777,"university, work, art, american, published, book, time, history, new_york, life",Denver_Post.txt
12.0,0.7974,"city, university, state, area, park, national, school, road, cities, urban",Los_Angeles_County.txt
10.0,0.4183,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Mirel.txt
6.0,0.392,"university, work, art, american, published, book, time, history, new_york, life",Sun_Sentinel.txt
1.0,0.2777,"research, management, social, systems, design, development, science, system, information, process",Indian_Concrete_Institute.txt
2.0,0.7424,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Laser.txt
0.0,0.7322,"species, plants, plant, animals, food, animal, population, fish, organisms, found",yucca_moth.txt
10.0,0.4168,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Toilet.txt
5.0,0.2976,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Forester.txt
12.0,0.5979,"city, university, state, area, park, national, school, road, cities, urban","Gothenburg,_Sweden.txt"
10.0,0.4497,"made, material, materials, process, water, concrete, high, glass, plastic, wood",milk.txt
5.0,0.3832,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",command_and_control_regulation.txt
4.0,0.8181,"world, country, population, war, government, people, state, national, europe, largest",Afghanistan.txt
8.0,0.4132,"data, computer, technology, media, information, company, software, design, system, digital",Endcap.txt
1.0,0.3146,"research, management, social, systems, design, development, science, system, information, process",environmental.txt
4.0,0.1347,"world, country, population, war, government, people, state, national, europe, largest",Detachment.txt
1.0,0.5562,"research, management, social, systems, design, development, science, system, information, process",Jay_Wright_Forrester.txt
2.0,0.3065,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Bio-inspired_photonics.txt
1.0,0.2439,"research, management, social, systems, design, development, science, system, information, process",The_Concrete_Society.txt
10.0,0.6529,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Paper_sack.txt
13.0,0.5499,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Mass_driver.txt
6.0,0.2296,"university, work, art, american, published, book, time, history, new_york, life",graduate.txt
1.0,0.6634,"research, management, social, systems, design, development, science, system, information, process",Requisite_Organization.txt
7.0,0.7489,"philosophy, theory, social, human, world, language, political, nature, history, thought",religion.txt
9.0,0.8171,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Aluminium(I).txt
8.0,0.2517,"data, computer, technology, media, information, company, software, design, system, digital",Concept_art.txt
7.0,0.5889,"philosophy, theory, social, human, world, language, political, nature, history, thought",Social_anarchism.txt
9.0,0.3129,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",ancylite.txt
12.0,0.5373,"city, university, state, area, park, national, school, road, cities, urban",Metropolitan_area.txt
3.0,0.4184,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Genetically_modified_food.txt
9.0,0.2948,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",depolymerization.txt
9.0,0.8054,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",amphoteric.txt
9.0,0.8242,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Tellurium.txt
6.0,0.4996,"university, work, art, american, published, book, time, history, new_york, life",Gustav_Bergmann.txt
1.0,0.3458,"research, management, social, systems, design, development, science, system, information, process",Nadya_Zhexembayeva.txt
3.0,0.7985,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",gastrointestinal_flora.txt
1.0,0.7027,"research, management, social, systems, design, development, science, system, information, process",design.txt
0.0,0.5756,"species, plants, plant, animals, food, animal, population, fish, organisms, found",turnips.txt
7.0,0.6922,"philosophy, theory, social, human, world, language, political, nature, history, thought",Scholasticism.txt
